Address,Price,Bedrooms,Bathrooms,Property_type,Floor_area,Date,County,zip_code
"1 Ardmore Road, Mullingar, Mullingar,  Westmeath, N91H291",395000,4,1,Semi-D,113 m²,2023-12-22, Westmeath,N91H291
"Knockatana, 14 Killiney Heath, Killiney,  Dublin, A96Y1X6",1750000,6,6,Detached,353 m²,2023-12-22, Dublin,A96Y1X6
"22 Pope's Hill, Pope's Road, Cork City,  Cork, T23V564",285000,2,2,Duplex,65 m²,2023-12-22, Cork,T23V564
"The Rectory, 1 Moybane Road, Letterbreen, Enniskillen,  Fermanagh",180543,3,1,Bungalow,93 m²,2023-12-22, Fermanagh, Fermanagh
"Main Street, Ballyheigue,  Kerry, V92N8C8",245000,4,2,Detached,111 m²,2023-12-22, Kerry,V92N8C8
"Bruff, Kilkelly,  Mayo, F35NW14",400000,3,1,Detached,100 m²,2023-12-22, Mayo,F35NW14
"Drumscar Lodge, Gortanumera, Portumna,  Galway, H53WE24",175000,3,1,Bungalow,81 m²,2023-12-22, Galway,H53WE24
"2 Ard Na Greine, The Ballagh, Enniscorthy,  Wexford, Y21HC64",185000,2,3,Terrace,117 m²,2023-12-22, Wexford,Y21HC64
"25 Clyde Court, Clyde Road, Ballsbridge, Dublin 4, D04A580",695000,3,1,Apartment,88 m²,2023-12-22,Dublin,D04A580
"38 Portside, Rosslare Harbour,  Wexford, Y35D256",207500,3,2,Terrace,107 m²,2023-12-22, Wexford,Y35D256
"Apartment 1, Baggot Bridge Court, Dublin 2, D02VF76",550000,2,1,Apartment,128 m²,2023-12-22,Dublin,D02VF76
"Hawthorn, 5 The Court, Kinsale,  Cork, P17TC98",375000,3,3,Terrace,45 m²,2023-12-22, Cork,P17TC98
"10 Alexandra Walk, Whitefriar Street, Dublin 8, D08FK30",350000,1,1,Apartment,136 m²,2023-12-22,Dublin,D08FK30
"45 Woodlawn Park, Killarney,  Kerry, V93W5KR",330000,5,3,Semi-D,55 m²,2023-12-22, Kerry,V93W5KR
"3 Knockeens Holiday Homes, Toormore, Goleen,  Cork, P81E684",185000,3,1,Detached,218 m²,2023-12-22, Cork,P81E684
"28 Blainroe Cottages, Blainroe,  Wicklow, A67Y193",245000,1,2,Terrace,115 m²,2023-12-22, Wicklow,A67Y193
"21 Oaklands Park, Letterkenny,  Donegal, F92FRR0",195000,3,1,Semi-D,116 m²,2023-12-22, Donegal,F92FRR0
"Cosha North, Caragh Lake, Glenbeigh,  Kerry",475000,5,5,Site,50.7 ac,2023-12-22, Kerry, Kerry
"4 Jones's Road, Drumcondra, Drumcondra, Dublin 3, D03DE20",700000,3,1,Semi-D,116 m²,2023-12-22,Dublin,D03DE20
"Ballynanum, Edenderry,  Offaly, R45WP30",360000,3,1,Detached,141 m²,2023-12-22, Offaly,R45WP30
"24 Carn Glas Way, Gracedieu, Waterford, Waterford City,  Waterford, X91HKR8",210000,2,2,End of Terrace,13.07 ac,2023-12-22, Waterford,X91HKR8
"4 Laragh, Glendalough,  Wicklow, A98CH27",385000,5,3,Detached,61 m²,2023-12-22, Wicklow,A98CH27
"Land at Ballykea, Skerries,  Dublin",220000,4,2,Site,302 m²,2023-12-22, Dublin, Dublin
"Apartment 102, The Old Distillery, Smithfield, Dublin 7, D07EF43",350000,4,2,Apartment,176 m²,2023-12-22,Dublin,D07EF43
"64 Palmerston Road, Dublin 6, D06R6W7",2850000,4,2,Semi-D,106 m²,2023-12-22,Dublin,D06R6W7
"1st & 2nd Floor Apartments, 6 Court Street, Enniscorthy,  Wexford, Y21R960",250000,3,2,Apartment,114 m²,2023-12-22, Wexford,Y21R960
"15 Monastery Gardens, Kinsale,  Cork, P17W883",295000,4,2,End of Terrace,112 m²,2023-12-22, Cork,P17W883
"57 Woodley Park, Kilmacud, Kilmacud,  Dublin, D14NV22",595000,4,3,Semi-D,168 m²,2023-12-22, Dublin,D14NV22
"20 Cluain Na Sidhe, Killashee,  Longford, N39HX66",160000,4,3,Semi-D,183 m²,2023-12-22, Longford,N39HX66
"36/36A Hillcrest Grove, Lucan,  Dublin, K78H2W7",950000,3,1,Detached,177 m²,2023-12-22, Dublin,K78H2W7
"10 Elm Park, Old Blackrock Road, Cork City,  Cork, T12AE68",525000,3,1,Bungalow,83 m²,2023-12-22, Cork,T12AE68
"24 The Hamlet, Harper's Creek, Glounthaune,  Cork, T45AY01",610000,3,1,Detached,75 m²,2023-12-22, Cork,T45AY01
"81 Newtown Avenue, Blackrock,  Dublin, A94X0E9",745000,3,1,Semi-D,107 m²,2023-12-22, Dublin,A94X0E9
"Lisheenavalla, Claregalway,  Galway, H91PF59",205000,4,1,Detached,102 m²,2023-12-22, Galway,H91PF59
"38 McCurtain Street, Fermoy,  Cork, P61HP58",90000,2,1,Terrace,60 m²,2023-12-22, Cork,P61HP58
"Katie's Cottage, Bellevue, Ballyhogue, Enniscorthy,  Wexford, Y21V599",180000,2,1,Detached,116 m²,2023-12-22, Wexford,Y21V599
"109 Esker Lawns, Lucan,  Dublin, K78W9K4",495000,3,1,Semi-D,73 m²,2023-12-22, Dublin,K78W9K4
"Apartment 32, Knocknagow, Carrick-on-Suir,  Tipperary, E32NP52",140000,1,1,Apartment,115 m²,2023-12-22, Tipperary,E32NP52
"21 Woodlands, Brandondale, Graiguenamanagh,  Kilkenny, R95X7F2",220000,3,1,Semi-D,119 m²,2023-12-22, Kilkenny,R95X7F2
"36 Ashbrook, Castlelake, Carrigtwohill,  Cork, T45DX79",239000,3,3,Duplex,120 m²,2023-12-22, Cork,T45DX79
"Main Street, Bruree,  Limerick, V35H9K7",200000,5,1,Terrace,90 m²,2023-12-22, Limerick,V35H9K7
"29 Gort Na Ri, Gort,  Galway, H91YC42",150000,2,1,Apartment,84 m²,2023-12-22, Galway,H91YC42
"32 Eiscir Summer Road, Eiscir Meadows, Tullamore,  Offaly, R35X7W3",235000,4,1,Semi-D,929 m²,2023-12-22, Offaly,R35X7W3
"1 Ballyroan Cresent, Rathfarnham, Dublin 16, D16P586",689000,3,3,Semi-D,300 m²,2023-12-22,Dublin,D16P586
"Apartment 15, The Courtyard, Kilcullen,  Kildare, R56NH36",220000,2,1,Apartment,93 m²,2023-12-22, Kildare,R56NH36
"17 Hawthorn Drive, Thurles,  Tipperary",125000,2,1,Apartment,115 m²,2023-12-22, Tipperary, Tipperary
"86 Cois Inbhir, Beaverstown Road, Donabate,  Dublin, K36V266",310000,2,3,Townhouse,70 m²,2023-12-22, Dublin,K36V266
"9 Thomas Street, Wexford Town,  Wexford, Y35T2Y8",145000,1,1,Terrace,68 m²,2023-12-22, Wexford,Y35T2Y8
"16 Ashbrook Apartments, Navan Road, Ashtown, Dublin 15, D15RP20",195000,4,3,Apartment,45 m²,2023-12-22,Dublin,D15RP20
"Boleynass Upper, Ashford,  Wicklow, A67CY66",470000,2,1,Bungalow,146 m²,2023-12-22, Wicklow,A67CY66
"Apartment 7, Bradbury Complex, Athy,  Kildare, R14VW52",145000,2,3,Apartment,70 m²,2023-12-22, Kildare,R14VW52
"Denmore, Carrickaboy,  Cavan, H12AE79",45000,3,3,Site,0.75 ac,2023-12-22, Cavan,H12AE79
"Carrownageeha, Milltown,  Galway, H54WD91",105000,7,4,Detached,101 m²,2023-12-22, Galway,H54WD91
"1 Bayswater Terrace, Sandycove,  Dublin, A96EC91",2500000,3,2,Terrace,121 m²,2023-12-22, Dublin,A96EC91
"Flowerhill, Bunninadden, Bunnanadden,  Sligo",140000,4,4,Detached,0.59 ac,2023-12-22, Sligo, Sligo
"28 Elsinore Heights, Midleton,  Cork, P25TD79",240000,4,3,Semi-D,186 m²,2023-12-22, Cork,P25TD79
"Golard, Laghy,  Donegal",40000,3,1,Site,179 m²,2023-12-22, Donegal, Donegal
"Hollyhill, Navigation Road, Mallow,  Cork, P51N81X",335000,2,1,Detached,97 m²,2023-12-22, Cork,P51N81X
"11 Railway Crescent, Jenkinstown,  Louth, A91FYK1",525000,2,2,Detached,55 m²,2023-12-22, Louth,A91FYK1
"42 Elderwood Avenue, Boreenmanna Road, Cork City,  Cork, T12WR53",300000,3,1,Duplex,184 m²,2023-12-22, Cork,T12WR53
"9 Willow Court, Clondalkin, Dublin 22, D22T9Y5",335000,3,1,Bungalow,0.5 ac,2023-12-22,Dublin,D22T9Y5
"Ballnacor east, Kilbride,  Wicklow",85000,3,3,Site,35 m²,2023-12-22, Wicklow, Wicklow
"19 The Paddocks, Westbury, Corbally,  Limerick, V94E0XD",249000,1,1,Semi-D,88 m²,2023-12-22, Limerick,V94E0XD
"Apartment 8, Lisin Glen, Ballyboggan Road, Finglas, Dublin 11, D11PW27",180000,3,2,Apartment,0.13 ac,2023-12-22,Dublin,D11PW27
"Apartment 55, Millfield, Portmarnock,  Dublin, D13PK24",450000,3,3,Apartment,181 m²,2023-12-22, Dublin,D13PK24
"8 Brandon Park, New Ross,  Wexford, Y34Y003",249000,4,1,Semi-D,143 m²,2023-12-22, Wexford,Y34Y003
"28 Morrison Terrace, Ballina,  Mayo, F26VK83",140000,2,1,End of Terrace,83 m²,2023-12-22, Mayo,F26VK83
"Curraheen, Tralee,  Kerry, V92KRK4",200000,4,2,Detached,50 m²,2023-12-22, Kerry,V92KRK4
"Coolcower, Macroom,  Cork",110000,1,1,Site,100 m²,2023-12-22, Cork, Cork
"2, Rossnowlagh,  Donegal, F94T6N4",395000,2,1,Detached,178 m²,2023-12-22, Donegal,F94T6N4
"Apartment 14, Druid's Court, Newtownmountkennedy,  Wicklow, A63DY96",475000,2,3,Apartment,111 m²,2023-12-22, Wicklow,A63DY96
"16 Castletown Road, Dundalk,  Louth, A91R2R2",195000,2,2,End of Terrace,105 m²,2023-12-22, Louth,A91R2R2
"7 Foxrock Green, Foxrock, Dublin 18, D18E7V7",665000,4,2,Semi-D,1.3 ac,2023-12-22,Dublin,D18E7V7
"Ballinteskin, New Ross,  Wexford",60000,4,3,Site,200 m²,2023-12-22, Wexford, Wexford
"4 Cairnfort, Stepaside, Dublin 18",995000,2,3,Detached,0.54 ac,2023-12-22,Dublin,Dublin 18
"7 Pier Road, Barna,  Galway, H91XCK5",350000,5,8,Terrace,225 m²,2023-12-22, Galway,H91XCK5
"Castletown, Tara,  Meath",90000,5,1,Site,554 m²,2023-12-22, Meath, Meath
"Type A2, Watersland, Kinsale,  Cork",1275000,3,1,Detached,107 m²,2023-12-22, Cork, Cork
"Waymark Ballyedmonduff Road Stepaside Dublin 18, Stepaside, Dublin 18, D18X3Y9",2750000,2,4,Detached,64 m²,2023-12-22,Dublin,D18X3Y9
"TREASURE TROVE, Bridge Street, Westport,  Mayo, F28WV61",295000,5,3,Terrace,1 ac,2023-12-22, Mayo,F28WV61
"4 Derryhaun Estate, Keenagh,  Longford, N39XP77",80000,3,1,Semi-D,204 m²,2023-12-22, Longford,N39XP77
"Tooreen, Partry,  Mayo",47500,2,2,Site,117 m²,2023-12-22, Mayo, Mayo
"Alasty, Kill,  Kildare, W91X5D8",675000,4,2,Detached,85 m²,2023-12-22, Kildare,W91X5D8
"14 The Meadows, Ballaghaderreen,  Roscommon, F45AW62",167500,3,1,Semi-D,139 m²,2023-12-22, Roscommon,F45AW62
"20 Manor Avenue, Maryborough Ridge, Douglas,  Cork, T12VY61",249000,2,2,Apartment,73 m²,2023-12-22, Cork,T12VY61
"Radharc Na Tuadh, Ballyleary, Cobh,  Cork, P24F898",495000,5,4,Detached,242 m²,2023-12-22, Cork,P24F898
"Kellys Hill Ballymorefin Glenasmole, Glenasmole,  Dublin, D24XP02",975000,4,3,Detached,301 m²,2023-12-22, Dublin,D24XP02
"60 Saint Brigid's Villas, Navan,  Meath, C15F8C8",270000,3,2,End of Terrace,111 m²,2023-12-22, Meath,C15F8C8
"Rathglass House, Rathglass, New Inn,  Galway, H53W862",120000,4,1,Detached,110 m²,2023-12-22, Galway,H53W862
"Bailey Street, Killenaule,  Tipperary, E41CV96",95000,4,2,Semi-D,94 m²,2023-12-22, Tipperary,E41CV96
"71 St Conleths Road, Greenhills, Dublin 12, D12P4A0",430000,3,1,Terrace,78 m²,2023-12-22,Dublin,D12P4A0
"The Cottage, Mullaghland, Mullagh, Cavan,  Cavan, A82VP27",180000,3,1,Detached,160 m²,2023-12-22, Cavan,A82VP27
"Templemary, Buttevant,  Cork, P51W602",240000,4,2,Detached,69 m²,2023-12-22, Cork,P51W602
"46 Mountain View, Crinken Glen, Shankill, Dublin 18, D18V9Y3",495000,3,1,Bungalow,46 m²,2023-12-22,Dublin,D18V9Y3
"Apartment 9, Wesley Court, William STREET, Kilkenny,  Kilkenny, R95W028",150000,2,4,Apartment,320 m²,2023-12-22, Kilkenny,R95W028
"28 Grosvenor Road Rathgar Dublin 6, Rathgar, Dublin 6, D06FP99",2750000,5,2,Detached,55 m²,2023-12-22,Dublin,D06FP99
"Kinnabo, Blacklion,  Cavan, F91W8D3",229950,4,1,Detached,0.5 ac,2023-12-22, Cavan,F91W8D3
"7 The Court, Larch Hill, Santry, Dublin 9, D17RR41",260000,2,3,Apartment,97 m²,2023-12-22,Dublin,D17RR41
"Site, Ballydesmond,  Cork",30000,3,3,Site,121 m²,2023-12-22, Cork, Cork
"Coolboy Big, Letterkenny,  Donegal, F92P8X5",325000,4,2,Detached,217 m²,2023-12-22, Donegal,F92P8X5
"3 Illistrin, Letterkenny,  Donegal, F92WY06",320000,5,5,Detached,45 m²,2023-12-22, Donegal,F92WY06
"37 Mill Race, Chapelizod, Chapelizod, Dublin 20, D20TV41",220000,1,1,Apartment,66 m²,2023-12-22,Dublin,D20TV41
"Apartment 3, Grand Central, Letterkenny,  Donegal, F92YY45",150000,2,2,Apartment,112 m²,2023-12-22, Donegal,F92YY45
"8 Cluny Park, Killiney,  Dublin, A96AY22",595000,3,2,Terrace,0.94 ac,2023-12-22, Dublin,A96AY22
"The Lodge, Sallystown, Murrintown,  Wexford, Y35HX00",295000,5,2,Detached,105 m²,2023-12-22, Wexford,Y35HX00
"42 Castle Manor, Drogheda,  Louth, A92A2HW",275000,3,3,Semi-D,68 m²,2023-12-22, Louth,A92A2HW
"18 Aonach, Dunlo Hill, Ballinasloe,  Galway, H53X923",120000,2,1,Apartment,35 m²,2023-12-22, Galway,H53X923
"46 Great Water Street, Longford Town,  Longford, N39Y237",110000,3,1,Terrace,1.16 ac,2023-12-22, Longford,N39Y237
"Bawnreigh, Ahenny, Carrick on Suir, Owning,  Kilkenny, E32XR83",300000,6,2,Detached,71 m²,2023-12-22, Kilkenny,E32XR83
"Apartment 12, Bolton Square, Dublin 1, D01T867",249500,1,1,Apartment,105 m²,2023-12-22,Dublin,D01T867
"57 Caislean Ri, Athenry,  Galway, H65CX99",310000,4,3,Semi-D,49 m²,2023-12-22, Galway,H65CX99
"Derrycolum, Ballymahon,  Longford",59950,3,2,Site,0.72 ac,2023-12-22, Longford, Longford
"Mothel Road, Carrickbeg, Carrick-on-Suir,  Tipperary, E32VY03",240000,3,1,Detached,108 m²,2023-12-22, Tipperary,E32VY03
"87 Leopardstown Avenue, Blackrock,  Dublin, A94HW21",755000,5,2,Semi-D,143 m²,2023-12-22, Dublin,A94HW21
"9 Beechwood Gate, Hansfield, Clonsilla, Dublin 15",360000,2,3,Terrace,50 ac,2023-12-22,Dublin,Dublin 15
".50 Acre Site Newtown, Fenagh,  Carlow",60000,3,2,Site,138 m²,2023-12-22, Carlow, Carlow
"18B Ardbrack Heights, Kinsale,  Cork, P17EK18",750000,2,1,Apartment,1 ac,2023-12-22, Cork,P17EK18
"13 Nicholas Court, Travers Street, Cork City Centre, T12XD98",240000,2,1,Apartment,65 m²,2023-12-22,Dublin,T12XD98
"Raheenduff, Oulart, Gorey,  Wexford, Y25AC67",260000,3,3,Detached,105 m²,2023-12-22, Wexford,Y25AC67
"25 Blossom Court, Esker Hills, Portlaoise,  Laois, R32X97D",265000,3,2,Detached,97 m²,2023-12-22, Laois,R32X97D
"Kilquane, Mourneabbey,  Cork",75000,5,3,Site,147 m²,2023-12-22, Cork, Cork
"23 Townsfields, Cloughjordan,  Tipperary, E53TW21",185000,3,1,Terrace,58 m²,2023-12-22, Tipperary,E53TW21
"16 Sandycove Beach Villas, Owenahincha, Rosscarbery,  Cork, P85Y967",240000,4,4,Terrace,91 m²,2023-12-22, Cork,P85Y967
"7 Oakleigh Wood, Dooradoyle,  Limerick, V94F54N",595000,2,1,Detached,68 m²,2023-12-22, Limerick,V94F54N
"6 Sycamore Green, The Park, Cabinteely, Dublin 18, D18FY28",549000,2,1,Semi-D,50 m²,2023-12-22,Dublin,D18FY28
"63 Fana Burca, Western Distributor Road, Knocknacarra,  Galway, H91X21W",170000,2,1,Apartment,58 m²,2023-12-22, Galway,H91X21W
"9 Kew Park, Lucan,  Dublin, K78X5Y8",485000,3,1,Semi-D,134 m²,2023-12-22, Dublin,K78X5Y8
"Kinsealy Lane, Malahide,  Dublin, K36E827",350000,2,1,Terrace,56 m²,2023-12-22, Dublin,K36E827
"4 Howth Terrace, Howth, Dublin 13, D13E433",675000,3,1,Terrace,114 m²,2023-12-22,Dublin,D13E433
"70 Frenchs Avenue, Cobh,  Cork, P24XD91",199000,2,1,Terrace,65 m²,2023-12-22, Cork,P24XD91
"Brid a Crinn, Dundalk,  Louth, A91AE4C",2250000,5,4,Detached,438 m²,2023-12-22, Louth,A91AE4C
"7 Camac Court, Dublin 8, D08R6Y5",375000,2,1,End of Terrace,54 m²,2023-12-22,Dublin,D08R6Y5
"7 Station Road, Hansfield, Ongar, Dublin 15, D15YNY3",475000,3,3,Semi-D,112 m²,2023-12-22,Dublin,D15YNY3
"Apartment 6, 55 Northumberland Road, Ballsbridge, Dublin 4, D04X9A0",550000,2,1,Apartment,55 m²,2023-12-22,Dublin,D04X9A0
"18 Beech Grove, Athboy,  Meath, C15YD37",180000,3,1,Terrace,190 m²,2023-12-22, Meath,C15YD37
"Ard Mór, Park Road, Longford Town,  Longford, N39H6W6",279000,4,3,Detached,140 m²,2023-12-22, Longford,N39H6W6
"2 The Paddocks, Crookstown Upper, Crookstown,  Kildare, R14P620",335000,4,2,Detached,93 m²,2023-12-22, Kildare,R14P620
"67 Lime Tree Avenue, Kilminchy, Portlaoise,  Laois, R32VX8X",340000,4,3,Detached,93 m²,2023-12-22, Laois,R32VX8X
"Apartment 90, Harbour View, Harbour Square, Dun Laoghaire,  Dublin, A96DH63",775000,3,2,Apartment,68 m²,2023-12-22, Dublin,A96DH63
"Apartment 90, Harbour View, Harbour Square, Dun Laoghaire,  Dublin, A96DH63",775000,1,2,Apartment,58 m²,2023-12-22, Dublin,A96DH63
"29 Saint Fintan's Villas, Deansgrange, Blackrock,  Dublin, A94HN32",545000,2,1,Semi-D,0.7 ac,2023-12-22, Dublin,A94HN32
"141 The Crescent Building, Park West, Dublin 12, D12FX64",200000,1,1,Apartment,70 m²,2023-12-22,Dublin,D12FX64
"Milltown, Castlepollard,  Westmeath, N91VH76",255000,3,2,Detached,189 m²,2023-12-22, Westmeath,N91VH76
"13 Abbotswood Avenue, Monastery Road, Rochestown,  Cork, T12E4CA",495000,4,4,Semi-D,162 m²,2023-12-22, Cork,T12E4CA
"56 Clontarf Road, Tullamore,  Offaly, R35V184",199000,2,1,End of Terrace,69 m²,2023-12-22, Offaly,R35V184
"Ballincloghan, Kilcormac,  Offaly, R42XV34",205000,5,1,Detached,101 m²,2023-12-22, Offaly,R42XV34
"Apartment G9, Edenhall, Model Farm Road, Cork City,  Cork, T12EK72",180000,4,4,Apartment,97 m²,2023-12-22, Cork,T12EK72
"105 Saint James's Road, Greenhills, Walkinstown, Dublin 12, D12C9X5",424950,3,1,End of Terrace,75 m²,2023-12-22,Dublin,D12C9X5
"Apartment 65, Highgrove, Mount Talbot, Monastery Road, Clondalkin, Dublin 22, D22DX00",275000,2,2,Apartment,115 m²,2023-12-22,Dublin,D22DX00
"1 Saint Patrick's Avenue, Fermoy,  Cork, P61KV22",265000,3,2,Semi-D,111 m²,2023-12-22, Cork,P61KV22
"6 Garrán Íseal, Doughiska, Doughiska,  Galway, H91TYA6",280000,4,3,Terrace,96 m²,2023-12-22, Galway,H91TYA6
"American Street, Belmullet,  Mayo, F26KX80",135000,3,2,Terrace,96 m²,2023-12-22, Mayo,F26KX80
"37 The View, Cnoc Na Gréine, Kilcullen,  Kildare, R56EC53",310000,3,3,Semi-D,72 m²,2023-12-22, Kildare,R56EC53
"35 Connolly Avenue, Navan,  Meath, C15A5F9",235000,3,1,Semi-D,0.67 ac,2023-12-22, Meath,C15A5F9
"Apartment 8, The Beeches, Ballybofey,  Donegal, F93C580",110000,2,1,Apartment,64 m²,2023-12-22, Donegal,F93C580
"42 Mill House, Mill Road, Midleton,  Cork, P25PX52",195000,2,1,Apartment,53 m²,2023-12-22, Cork,P25PX52
"44 Lus Mór, Whiterock Hill, Wexford Town,  Wexford, Y35A0Y3",240000,3,3,Terrace,77 m²,2023-12-22, Wexford,Y35A0Y3
"Carrowkeel, Ballinameen, Ballinameen,  Roscommon, F52CD66",180000,3,2,Detached,110 m²,2023-12-22, Roscommon,F52CD66
"24 Pairc Na Habhainn, Edgeworthstown,  Longford, N39ND89",170000,3,3,Semi-D,189 m²,2023-12-22, Longford,N39ND89
"2 Skerries Road, Balbriggan,  Dublin, K32W302",725000,4,3,Semi-D,122 m²,2023-12-22, Dublin,K32W302
"4 Brook Meadow, Avoca,  Wicklow, Y14X560",400000,4,3,Detached,0.56 ac,2023-12-22, Wicklow,Y14X560
"Farnagh Hill, Longford",75000,5,2,Site,213 m²,2023-12-22,Dublin,Longford
"The Forge, Gorey,  Wexford, Y25PR52",475000,4,3,Detached,154 m²,2023-12-22, Wexford,Y25PR52
"12 Tara Court Crescent, Navan,  Meath, C15R2K5",350000,4,4,Semi-D,150 m²,2023-12-22, Meath,C15R2K5
"188 New Cabra Road, Cabra, Dublin 7, D07C2Y1",795000,4,1,Detached,114 m²,2023-12-22,Dublin,D07C2Y1
"6 Leggettsrath Cottages, Dublin Road, Kilkenny,  Kilkenny, R95VFX2",220000,4,3,Terrace,215 m²,2023-12-22, Kilkenny,R95VFX2
"Ocean View, Cooleskin, Duncormick,  Wexford, Y35Y623",350000,4,2,Detached,110 m²,2023-12-22, Wexford,Y35Y623
"2 Tallow Street, Youghal,  Cork, P36Y067",320000,3,2,Townhouse,58 m²,2023-12-22, Cork,P36Y067
"54 Ludford Road, Ballinteer, Dublin 16",585000,2,1,Semi-D,60 m²,2023-12-22,Dublin,Dublin 16
"16 Dominic Street, Kilkenny,  Kilkenny, R95C2WY",185000,2,1,Terrace,128 m²,2023-12-22, Kilkenny,R95C2WY
"Green Trees, Ballyboden Road, Rathfarnham, Dublin 14, D14C6P6",1200000,3,2,Detached,139 m²,2023-12-22,Dublin,D14C6P6
"2 Bridge View, Virginia,  Cavan, A82V521",225000,4,3,Terrace,130 m²,2023-12-22, Cavan,A82V521
"3 Garrán Fuinseoige, Derrymullan, Ballinasloe,  Galway, H53F309",290000,3,3,Detached,53 m²,2023-12-22, Galway,H53F309
"24 Granitefield Mews, Granitefield Manor, Dun Laoghaire,  Dublin, A96E135",284950,1,1,Apartment,50 m²,2023-12-22, Dublin,A96E135
"Woodbine Cottage, Rostrevor Road, Rathgar, Dublin 6, D06K883",525000,2,1,Semi-D,48 m²,2023-12-22,Dublin,D06K883
"13 Connaught Street, Phibsborough, Phibsborough, Dublin 7, D07XY72",675000,5,4,Terrace,160 m²,2023-12-22,Dublin,D07XY72
"Mohill Road, Carrigallen,  Leitrim, H12PV05",90000,3,1,Site,0.39 ac,2023-12-22, Leitrim,H12PV05
"Rodeen, Castletownbere,  Cork, P75DH67",70000,3,2,Site,0.6 ac,2023-12-22, Cork,P75DH67
"Lady Gregory, Ballagh, Clonoulty,  Tipperary, E25KP70",90000,3,1,Detached,193 m²,2023-12-22, Tipperary,E25KP70
"8 Ocean Point, Courtown,  Wexford, Y25HX32",230000,2,2,Apartment,88 m²,2023-12-22, Wexford,Y25HX32
"Pine Cottage, Convent Road, Ballinrobe,  Mayo, F31CD59",195000,2,2,Detached,122 m²,2023-12-22, Mayo,F31CD59
"GMAC PROPERTY & FINANCE LTD., Main Street, Castletownbere,  Cork, P75H589",220000,4,2,Semi-D,90 m²,2023-12-22, Cork,P75H589
"18 Ocean Point, Courtown,  Wexford, Y25YX30",195000,4,2,Apartment,83 m²,2023-12-22, Wexford,Y25YX30
"15 Glenageary Lodge, Glenageary,  Dublin, A96C9V4",689950,2,2,Semi-D,125 m²,2023-12-22, Dublin,A96C9V4
"131 Avondale Road, Killiney,  Dublin, A96R2E7",865000,4,1,Detached,217 m²,2023-12-22, Dublin,A96R2E7
"Apartment 3, 70 Leeson Close, Dublin 2, D02W838",480000,2,2,Apartment,61 m²,2023-12-22,Dublin,D02W838
"Moylough, Ballinasloe, Moylough,  Galway, H53RR90",195000,4,2,Detached,186 m²,2023-12-22, Galway,H53RR90
"40 The Mill, Mill Street, Baltinglass,  Wicklow, W91DK64",175000,2,2,Apartment,75 m²,2023-12-22, Wicklow,W91DK64
"""BARRAICIN HOUSE"", CARNMALIN, MALIN HEAD, Malin,  Donegal, F93ED60",240000,2,1,Bungalow,176 m²,2023-12-22, Donegal,F93ED60
"Apartment 17, Riverside Apartments, Castlerea,  Roscommon, F45F224",99000,4,1,Apartment,65 m²,2023-12-22, Roscommon,F45F224
"Apartment 71 Brooklands, Nutley Lane, Donnybrook, Dublin 4, D04RP44",445000,3,3,Apartment,59 m²,2023-12-22,Dublin,D04RP44
"Togher, Templetuohy, Thurles,  Tipperary, E41T0A6",355000,4,2,Detached,258 m²,2023-12-22, Tipperary,E41T0A6
"Ashfield Lodge, Clonincurragh, Mountrath,  Laois, R32VHF6",330000,4,3,Detached,20235 ac,2023-12-22, Laois,R32VHF6
"Ballymoreen, Littleton, Thurles,  Tipperary, E41AK00",325000,4,2,Detached,90 m²,2023-12-22, Tipperary,E41AK00
"Knocknagarhoon, Knockalough,  Clare, V15KR92",110000,3,1,Site,74 m²,2023-12-22, Clare,V15KR92
"23 High Meadows, Gouldavoher, Dooradoyle,  Limerick, V94AE1C",295000,3,1,Semi-D,76 m²,2023-12-22, Limerick,V94AE1C
"Apartment 182, Block G, The Tramyard, Inchicore, Dublin 8, D08ER80",300000,2,2,Apartment,176 m²,2023-12-22,Dublin,D08ER80
"185 Bushy Park House, Terenure, Dublin 6, D6WR524",480000,2,1,Apartment,240 m²,2023-12-22,Dublin,D6WR524
"Keel, Moydow,  Longford",85000,3,3,Detached,96 m²,2023-12-22, Longford, Longford
"Hillview, Cloonburren, Ballinasloe, N37D2W5",285000,5,2,Detached,146 m²,2023-12-22,Dublin,N37D2W5
"Farnagh Hill, Longford Town,  Longford, N39Y3Y0",545000,4,3,Detached,130 m²,2023-12-22, Longford,N39Y3Y0
"7 Skeffington Street, Wexford Town,  Wexford, Y35T9K2",85000,4,2,End of Terrace,110 m²,2023-12-22, Wexford,Y35T9K2
"74 Glebe Manor, Whitegate,  Cork",459000,4,3,Detached,146 m²,2023-12-22, Cork, Cork
"The Old Courthouse, Main Street, Kilcullen,  Kildare, R56Y440",339000,2,3,Terrace,97 m²,2023-12-22, Kildare,R56Y440
"Apartment 7, Meadow Court, Kilcullen,  Kildare, R56Y021",275000,3,3,Townhouse,61 m²,2023-12-22, Kildare,R56Y021
"76 Glebe Manor, Whitegate,  Cork",355000,4,3,Semi-D,214 m²,2023-12-22, Cork, Cork
"An Teachin, Bellanagarraun, Headford,  Galway, H91HKW6",35000,3,2,Site,1.08 ac,2023-12-22, Galway,H91HKW6
