year,category,motivation,prizeShare,laureateID,fullName,gender,born,bornCountry,bornCity,Yearborn,age,organizationName,organizationCountry,organizationCity
1963,chemistry,for their discoveries in the field of the chemistry and technology of high polymers,2,228,Karl Ziegler,male,1898-11-26,Germany,Helsa,1898,65,Max Planck Institute for Coal Research,Germany,Mulheim an der Ruhr
1963,literature,for his eminent lyrical writing inspired by a deep feeling for the Hellenic world of culture,1,635,Giorgos Seferis,male,1900-3-13,Turkiye,Izmir,1900,63,,,
1963,peace,for promoting the principles of the Geneva Convention and cooperation with the UN,2,523,League of Red Cross Societies ,org,1919-00-00,,,1919,44,,,
1963,peace,for promoting the principles of the Geneva Convention and cooperation with the UN,2,482,International Committee of the Red Cross ,org,1863-00-00,,,1863,100,,,
1963,medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,3,377,Andrew Huxley,male,1917-11-22,United Kingdom,Hampstead,1917,46,University College,United Kingdom,London
1963,medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,3,376,Alan Hodgkin,male,1914-2-5,United Kingdom,Banbury,1914,49,University of Cambridge,United Kingdom,Cambridge
1963,medicine,for their discoveries concerning the ionic mechanisms involved in excitation and inhibition in the peripheral and central portions of the nerve cell membrane,3,375,Sir John Eccles,male,1903-1-27,Australia,Melbourne,1903,60,Australian National University,Australia,Canberra
1963,chemistry,for their discoveries in the field of the chemistry and technology of high polymers,2,229,Giulio Natta,male,1903-2-26,Italy,Imperia,1903,60,Institute of Technology,Italy,Milan
1963,physics,for their discoveries concerning nuclear shell structure,4,80,J. Hans D. Jensen,male,1907-6-25,Germany,Hamburg,1907,56,University of Heidelberg,Germany,Heidelberg
1963,physics,for their discoveries concerning nuclear shell structure,4,79,Maria Goeppert Mayer,female,1906-6-28,Poland,Katowice,1906,57,University of California,USA,San Diego CA
1963,physics,for his contributions to the theory of the atomic nucleus and the elementary particles particularly through the discovery and application of fundamental symmetry principles,2,78,Eugene Wigner,male,1902-11-17,Hungary,Budapest,1902,61,Princeton University,USA,Princeton NJ
1962,literature,for his realistic and imaginative writings combining as they do sympathetic humour and keen social perception,1,634,John Steinbeck,male,1902-2-27,USA,Salinas CA,1902,60,,,
1962,medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,3,374,Maurice Wilkins,male,1916-12-15,New Zealand,Pongaroa,1916,46,London University,United Kingdom,London
1962,medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,3,373,James Watson,male,1928-4-6,USA,Chicago IL,1928,34,Harvard University,USA,Cambridge MA
1962,medicine,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,3,372,Francis Crick,male,1916-6-8,United Kingdom,Northampton,1916,46,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge
1962,chemistry,for their studies of the structures of globular proteins,2,227,John C. Kendrew,male,1917-3-24,United Kingdom,Oxford,1917,45,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge
1962,chemistry,for their studies of the structures of globular proteins,2,226,Max F. Perutz,male,1914-5-19,Austria,Vienna,1914,48,MRC Laboratory of Molecular Biology,United Kingdom,Cambridge
1962,peace,for his fight against the nuclear arms race between East and West,1,217,Linus Pauling,male,1901-2-28,USA,Portland OR,1901,61,California Institute of Technology (Caltech),USA,Pasadena CA
1962,physics,for his pioneering theories for condensed matter especially liquid helium,1,77,Lev Landau,male,1908-1-22,Azerbaijan,Baku,1908,54,Academy of Sciences,Russia,Moscow
1961,medicine,for his discoveries of the physical mechanism of stimulation within the cochlea,1,371,Georg von Bekesy,male,1899-6-3,Hungary,Budapest,1899,62,Harvard University,USA,Cambridge MA
1961,physics,for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name,2,76,Rudolf Mossbauer,male,1929-1-31,Germany,Munich,1929,32,Technical University,Germany,Munich
1961,peace,for developing the UN into an effective and constructive international organization capable of giving life to the principles and aims expressed in the UN Charter,1,520,Dag Hammarskjld,male,1905-7-29,Sweden,Jonkoping,1905,56,,,
1961,literature,for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country,1,633,Ivo Andric,male,1892-10-10,Bosnia and Herzegovina,Dolac,1892,69,,,
1961,chemistry,for his research on the carbon dioxide assimilation in plants,1,225,Melvin Calvin,male,1911-4-8,USA,St. Paul MN,1911,50,University of California,USA,Berkeley CA
1961,physics,for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons,2,75,Robert Hofstadter,male,1915-2-5,USA,New York NY,1915,46,Stanford University,USA,Stanford CA
1960,literature,for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time,1,631,Saint-John Perse,male,1887-5-31,Guadeloupe Island,Pointe-a-Pitre,1887,73,,,
1960,peace,for his non-violent struggle against apartheid,1,519,Albert Lutuli,male,1898-00-00,Zimbabwe,Bulawayo,1898,62,,,
1960,medicine,for discovery of acquired immunological tolerance,2,370,Peter Medawar,male,1915-2-28,Brazil,Rio de Janeiro,1915,45,University College,United Kingdom,London
1960,medicine,for discovery of acquired immunological tolerance,2,369,Sir Frank Macfarlane Burnet,male,1899-9-3,Australia,Traralgon,1899,61,Walter and Eliza Hall Institute for Medical Research,Australia,Melbourne
1960,chemistry,for his method to use carbon-14 for age determination in archaeology geology geophysics and other branches of science,1,224,Willard F. Libby,male,1908-12-17,USA,Grand Valley CO,1908,52,University of California,USA,Los Angeles CA
1960,physics,for the invention of the bubble chamber,1,74,Donald A. Glaser,male,1926-9-21,USA,Cleveland OH,1926,34,University of California,USA,Berkeley CA
1959,literature,for his lyrical poetry which with classical fire expresses the tragic experience of life in our own times,1,630,Salvatore Quasimodo,male,1901-8-20,Italy,Modica,1901,58,,,
1959,peace,for his longstanding contribution to the cause of disarmament and peace,1,518,Philip Noel-Baker,male,1889-11-1,United Kingdom,London,1889,70,,,
1959,medicine,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,2,368,Arthur Kornberg,male,1918-3-3,USA,Brooklyn NY,1918,41,Stanford University,USA,Stanford CA
1959,medicine,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,2,367,Severo Ochoa,male,1905-9-24,Spain,Luarca,1905,54,New York University College of Medicine,USA,New York NY
1959,chemistry,for his discovery and development of the polarographic methods of analysis,1,223,Jaroslav Heyrovsky,male,1890-12-20,Czech Republic,Prague,1890,69,Polarographic Institute of the Czechoslovak Academy of Science,Czech Republic,Prague
1959,physics,for their discovery of the antiproton,2,73,Owen Chamberlain,male,1920-7-10,USA,San Francisco CA,1920,39,University of California,USA,Berkeley CA
1959,physics,for their discovery of the antiproton,2,72,Emilio Segre,male,1905-2-1,Italy,Tivoli,1905,54,University of California,USA,Berkeley CA
1958,physics,for the discovery and the interpretation of the Cherenkov effect,3,721,Il'ja M. Frank,male,1908-10-23,Russia,St. Petersburg,1908,50,Lomonosov Moscow State University,Russia,Moscow
1958,literature,for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition,1,629,Boris Pasternak,male,1890-2-10,Russia,Moscow,1890,68,,,
1958,peace,for his efforts to help refugees to leave their camps and return to a life of freedom and dignity,1,517,Georges Pire,male,1910-2-10,Belgium,Dinant,1910,48,,,
1958,medicine,for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria,2,366,Joshua Lederberg,male,1925-5-23,USA,Montclair NJ,1925,33,University of Wisconsin,USA,Madison WI
1958,medicine,for their discovery that genes act by regulating definite chemical events,4,365,Edward Tatum,male,1909-12-14,USA,Boulder CO,1909,49,Rockefeller Institute for Medical Research,USA,New York NY
1958,medicine,for their discovery that genes act by regulating definite chemical events,4,364,George Beadle,male,1903-10-22,USA,Wahoo NE,1903,55,California Institute of Technology (Caltech),USA,Pasadena CA
1958,chemistry,for his work on the structure of proteins especially that of insulin,1,222,Frederick Sanger,male,1918-8-13,United Kingdom,Rendcombe,1918,40,University of Cambridge,United Kingdom,Cambridge
1958,physics,for the discovery and the interpretation of the Cherenkov effect,3,71,Igor Y. Tamm,male,1895-7-8,Russia,Vladivostok,1895,63,Lomonosov Moscow State University,Russia,Moscow
1958,physics,for the discovery and the interpretation of the Cherenkov effect,3,70,Pavel A. Cherenkov,male,1904-7-28,Russia,Novaya Chigla,1904,54,P.N. Lebedev Physical Institute,Russia,Moscow
1957,medicine,for his discoveries relating to synthetic compounds that inhibit the action of certain body substances and especially their action on the vascular system and the skeletal muscles,1,363,Daniel Bovet,male,1907-3-23,Switzerland,Neuchatel,1907,50,Superior Health Institute (Chief Institute of Public Health),Italy,Rome
1957,literature,for his important literary production which with clear-sighted earnestness illuminates the problems of the human conscience in our times,1,628,Albert Camus,male,1913-11-7,Algeria,Mondovi,1913,44,,,
1957,peace,for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis,1,516,Lester Bowles Pearson,male,1897-4-23,Canada,Toronto,1897,60,,,
1957,chemistry,for his work on nucleotides and nucleotide co-enzymes,1,221,Lord Todd,male,1907-10-2,Scotland,Glasgow,1907,50,University of Cambridge,United Kingdom,Cambridge
1957,physics,for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles,2,69,Tsung-Dao Lee,male,1926-11-24,China,Shanghai,1926,31,Columbia University,USA,New York NY
1957,physics,for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles,2,68,Chen Ning Yang,male,1922-9-22,China,Hofei Anhwei,1922,35,Institute for Advanced Study,USA,Princeton NJ
1956,literature,for his lyrical poetry which in Spanish language constitutes an example of high spirit and artistical purity,1,627,Juan Ramon Jimenez,male,1881-12-24,Spain,Moguer,1881,75,,,
1956,medicine,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,3,362,Dickinson W. Richards,male,1895-10-30,USA,Orange NJ,1895,61,Columbia University,USA,New York NY
1956,medicine,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,3,361,Werner Forssmann,male,1904-8-29,Germany,Berlin,1904,52,Mainz University,Germany,Mainz
